colision_fecha,colision_calle,colision_cruce,colision_long,colision_lat,colision_tipoincidente,colision_tipoaccidentediverso,indiv_estadoalcoholico,indiv_estatus,indiv_Deceso
2014-01-01T02:46:00Z,AV. GARZA SADA  ,ANTIGUO CAMINO AL DIENTE,-100.260894,25.593714,ALCANCE,ALCANCE,0,0,0
2014-01-01T05:50:00Z,PROL JALISCO,LAGUNA DE GUZMAN,-100.315466,25.651284,VOLCADURA,VOLCADURA,0,0,0
2014-01-01T07:00:00Z,AV. GONZALITOS  ,AV. MORONES PRIETO,-100.35327,25.670404,OBJETO FIJO,OBJETO FIJO,0,0,0
2014-01-01T07:08:00Z,OCASO,JULIO A ROCA,-100.37994,25.787332,ATROPELLO,ATROPELLO,0,0,0
2014-01-01T07:20:00Z,AV. PINO SUAREZ  ,ARAMBERRI,-100.319308,25.676683,OBJETO FIJO,OBJETO FIJO,0,0,0
2014-01-01T08:10:00Z,ARISTA,PEDRO NORIEGA,-100.305106,25.6865,VEHICULO ESTACIONADO,VEHICULO ESTACIONADO,0,0,0
2014-01-01T08:22:00Z,AV. CUAUHTEMOC  ,5 DE MAYO,-100.318792,25.674144,CRUCERO,CRUCERO,0,0,0
2014-01-01T08:40:00Z,AV. MADERO  ,AV. BERNARDO REYES,-100.32316,25.685199,CRUCERO,CRUCERO,0,0,0
2014-01-01T08:54:00Z,AV. ANTONIO L RODRIGUEZ  ,AV. SANTA BARBARA,-100.382708,25.67004,OBJETO FIJO,OBJETO FIJO,0,0,0
2014-01-01T09:32:00Z,JOSE MARTI,LAZARO GARZA AYALA,-100.274912,25.684673,OBJETO FIJO,OBJETO FIJO,0,0,0
2014-01-01T09:35:00Z,AV. RUIZ CORTINES  ,PINGÜINO,-100.372106,25.73028,OBJETO FIJO,OBJETO FIJO,0,0,0
2014-01-01T09:40:00Z,AV. LAZARO CARDENAS  ,PASEO DEL MARQUES,-100.290926,25.625152,VEHICULO ESTACIONADO,VEHICULO ESTACIONADO,0,0,0
2014-01-01T09:52:00Z,CAMINO A LOS ZENZONTLES,SAN JEMO,-100.365725,25.680394,CRUCERO,CRUCERO,0,0,0
2014-01-01T10:11:00Z,ISAAC GARZA,VILLAGRAN,-100.322263,25.681376,CRUCERO,CRUCERO,0,0,0
2014-01-01T10:40:00Z,AV. FIDEL VELAZQUEZ  ,AV. BERNARDO REYES,-100.330192,25.722609,OBJETO FIJO,OBJETO FIJO,0,0,0
2014-01-01T11:00:00Z,AV. CONSTITUCION  ,CONSTITUYENTES DEL 57,-100.262133,25.684121,DIVERSO,DIVERSO/SD,0,0,0
2014-01-01T11:40:00Z,AV. PASEO DE LOS LEONES  ,AV. PUERTA DE HIERRO,-100.415287,25.756031,DIVERSO,DIVERSO/SD,0,0,0
2014-01-01T12:40:00Z,AV. CONSTITUCION  ,AV. FUNDIDORA,-100.287087,25.672809,DIVERSO,DIVERSO/SD,0,0,0
2014-01-01T13:00:00Z,FTE AL # 1117,SAINT DENIS,-100.415727,25.762663,OBJETO FIJO,OBJETO FIJO,0,0,0
2014-01-01T13:20:00Z,AV. FIDEL VELAZQUEZ  ,AV. BERNARDO REYES,-100.330265,25.723349,DIVERSO,DIVERSO/SD,0,0,0
2014-01-01T16:26:00Z,JOSE MANUEL OTHON,CANANEA,-100.289377,25.684527,DIVERSO,DIVERSO/SD,0,0,0
2014-01-01T16:17:00Z,AV. MANUEL L BARRAGAN  ,MARTIN CARRERA,-100.316657,25.707417,CRUCERO,CRUCERO,0,0,0
2014-01-01T15:33:00Z,AV. MORONES PRIETO  ,LOMA LARGA,-100.338686,25.666499,LATERAL,LATERAL,0,0,0
2014-01-01T14:00:00Z,AV. PASEO DE LOS LEONES  ,AV. HACIENDA DE PEÑUELAS,-100.398469,25.732095,DIVERSO,DIVERSO/SD,0,0,0
2014-01-01T14:58:00Z,AV. RAUL RANGEL FRIAS  ,AV. AZTLAN,-100.345546,25.729845,ALCANCE,ALCANCE,0,0,0
2014-01-01T16:12:00Z,AV. AZTLAN  ,PALMILLO,-100.380356,25.779704,CRUCERO,CRUCERO,0,0,0
2014-01-01T18:00:00Z,AV. AARON SAENZ  ,AV. INSURGENTES,-100.368293,25.674891,DIVERSO,DIVERSO/SD,0,0,0
2014-01-01T20:18:00Z,INDEPENDENCIA,AV. CONCHELLO,-100.301038,25.700972,DIVERSO,DIVERSO/SD,0,0,0
2014-01-01T18:00:00Z,AV. INSURGENTES  ,DE LOS MIRLOS,-100.366656,25.678947,DIVERSO,DIVERSO/SD,0,0,0
2014-01-01T14:34:00Z,GUERRERO  ,ARTEAGA,-100.312216,25.683103,CRUCERO,CRUCERO,0,0,0
2014-01-01T16:40:00Z,AV. FIDEL VELAZQUEZ  ,AV. BERNARDO REYES,-100.330386,25.723426,DIVERSO,DIVERSO/SD,0,0,0
2014-01-01T14:58:00Z,AV. FIDEL VELAZQUEZ  ,AV. BERNARDO REYES,-100.330302,25.723442,DIVERSO,DIVERSO/SD,0,0,0
2014-01-01T17:09:00Z,AV. FIDEL VELAZQUEZ  ,AV. BERNARDO REYES,-100.330166,25.723396,DIVERSO,DIVERSO/SD,0,0,0
2014-01-01T16:31:00Z,HERA,DERECHO DE HUELGA,-100.362257,25.769725,CRUCERO,CRUCERO,0,0,0
2014-01-01T19:15:00Z,AV. RUIZ CORTINES  ,PELICANO,-100.37754,25.735088,LATERAL,LATERAL,0,0,0
2014-01-01T18:00:00Z,AV. FIDEL VELAZQUEZ  ,AV. PENITENCIARIA,-100.332294,25.721939,DIVERSO,DIVERSO/SD,0,0,0
2014-01-01T14:00:00Z,AV. MADERO  ,ZUAZUA,-100.307672,25.683541,CRUCERO,CRUCERO,0,0,0
2014-01-01T14:00:00Z,AV. MADERO  ,ZUAZUA,-100.307596,25.683586,ALCANCE,ALCANCE,0,0,0
2014-01-01T00:40:00Z,AV. PASEO DE LOS LEONES  ,AV. SEVILLA,-100.395145,25.726974,DIVERSO,DIVERSO/SD,0,0,0
2014-01-01T22:04:00Z,AV. LUIS DONALDO COLOSIO  ,AV. NO REELECCION,-100.397085,25.76548,LATERAL,LATERAL,0,0,0
2014-01-01T22:50:00Z,AV. ALFONSO REYES  ,FRESADOR,-100.299374,25.633586,DIVERSO,DIVERSO/SD,0,0,0
2014-01-01T22:30:00Z,AV. RUIZ CORTINES  ,AV. CHURUBUSCO,-100.268519,25.703692,DIVERSO,DIVERSO/SD,0,0,0
2014-01-01T18:00:00Z,GUERRERO  ,ARTEAGA,-100.312311,25.683075,ATROPELLO,ATROPELLO,0,0,0
2014-01-01T17:45:00Z,AV. MORONES PRIETO  ,ESPAÑA,-100.359673,25.672521,ALCANCE,ALCANCE,0,0,0
2014-01-01T17:55:00Z,AV. COLON  ,AV. PINO SUAREZ,-100.317718,25.686033,ATROPELLO,ATROPELLO,0,0,0
2014-01-01T01:00:00Z,AV. FIDEL VELAZQUEZ  ,AV. BERNARDO REYES,-100.330404,25.723507,DIVERSO,DIVERSO/SD,0,0,0
2014-01-01T00:10:00Z,AV. LINCOLN  ,MARIA DE JESUS CANDIA ,-100.368964,25.72843,DIVERSO,DIVERSO/SD,0,0,0
2014-02-01T08:07:00Z,AV. MORONES PRIETO  ,PIO X,-100.328159,25.664447,LATERAL,LATERAL,0,0,0
2014-02-01T06:30:00Z,AV. AZTLAN  ,APOLO,-100.372139,25.762992,LATERAL,LATERAL,0,0,0
2014-02-01T10:40:00Z,ARTEAGA,AMADO NERVO,-100.320019,25.683903,CRUCERO,CRUCERO,0,0,0
2014-02-01T09:46:00Z,AV. GONZALITOS  ,NEVADO DE TOLUCA,-100.350845,25.702377,LATERAL,LATERAL,0,0,0
2014-02-01T11:33:00Z,AV. ALFONSO REYES  ,RAUL CHAPA ZARATE,-100.299123,25.634395,LATERAL,LATERAL,0,0,0
2014-02-01T08:52:00Z,AV. RUIZ CORTINES  ,AV. FELIX U GOMEZ,-100.287869,25.703591,DIVERSO,DIVERSO/SD,0,0,0
2014-02-01T07:55:00Z,AV. BERNARDO REYES  ,SANTIAGO,-100.332743,25.733446,LATERAL,LATERAL,0,0,0
2014-02-01T07:39:00Z,AV. RUIZ CORTINES  ,GUERRERO ,-100.309908,25.703924,DIVERSO,DIVERSO/SD,0,0,0
2014-02-01T08:24:00Z,AV. COLON  ,VILLAGRAN,-100.3215,25.686526,ATROPELLO,ATROPELLO,0,0,0
2014-02-01T09:20:00Z,AV. RAUL RANGEL FRIAS  ,19 DE MARZO,-100.348639,25.728704,ALCANCE,ALCANCE,0,0,0
2014-02-01T09:20:00Z,AV. RAUL RANGEL FRIAS  ,AV. AZTLAN,-100.345785,25.730358,ALCANCE,ALCANCE,0,0,0
2014-02-01T11:26:00Z,AV. GARZA SADA  ,2 DE ABRIL,-100.295499,25.65603,ATROPELLO,ATROPELLO,0,0,0
2014-02-01T10:00:00Z,AV. RAUL RANGEL FRIAS  ,DEL CONDOR,-100.371539,25.702006,DIVERSO,DIVERSO/SD,0,0,0
2014-02-01T11:03:00Z,AV. VENUSTIANO CARRANZA  ,AV. MORONES PRIETO,-100.334567,25.665705,DIVERSO,DIVERSO/SD,0,0,0
2014-02-01T10:17:00Z,16 DE SEPTIEMBRE  ,OCCIDENTE,-100.325005,25.663086,REVERSA,REVERSA,0,0,0
2014-02-01T10:07:00Z,AV. GONZALITOS  ,AV. RUIZ CORTINES,-100.351639,25.704514,LATERAL,LATERAL,0,0,0
2014-02-01T10:07:00Z,AV. FIDEL VELAZQUEZ   ,AV. RODRIGO GOMEZ,-100.342254,25.718422,LATERAL,LATERAL,0,0,0
2014-02-01T11:52:00Z,JUAN SARABIA,TEOFILO MARTINEZ,-100.364934,25.775409,LATERAL,LATERAL,0,0,0
2014-02-01T09:44:00Z,AV. AARON SAENZ  ,PUENTE DE LA UNIDAD,-100.379969,25.673533,CRUCERO,CRUCERO,0,0,0
2014-02-01T08:24:00Z,AV. RUIZ CORTINES  ,DIEGO DIAZ DE BERLANGA,-100.292156,25.703965,ALCANCE,ALCANCE,0,0,0
2014-02-01T13:35:00Z,AV. CONSTITUCION  ,AV. FUNDIDORA,-100.287111,25.67277,REVERSA,REVERSA,0,0,0
2014-02-01T13:29:00Z,MIGUEL DOMINGUEZ,VILLAGRAN,-100.321742,25.687921,DIVERSO,DIVERSO/SD,0,0,0
2014-02-01T10:35:00Z,AV. FELIX U GOMEZ  ,AV. LOS ANGELES,-100.281662,25.707924,ATROPELLO,ATROPELLO,0,0,0
2014-02-01T19:00:00Z,AV. JUAREZ  ,PADRE MIER,-100.315553,25.668755,LATERAL,LATERAL,0,0,0
2014-02-01T15:00:00Z,AV. LINCOLN  ,PARQUE PONIENTE,-100.353758,25.717195,LATERAL,LATERAL,0,0,0
2014-02-01T18:08:00Z,AV. RUIZ CORTINES  ,SAN JOSE,-100.365151,25.718949,ATROPELLO,ATROPELLO,0,0,0
2014-02-01T20:56:00Z,AV. RUIZ CORTINES  ,AV. BERNARDO REYES,-100.326676,25.703931,DIVERSO,DIVERSO/SD,0,0,0
2014-02-01T19:35:00Z,AV. VENUSTIANO CARRANZA  ,HIDALGO,-100.333779,25.670369,DIVERSO,DIVERSO/SD,0,0,0
2014-02-01T18:00:00Z,AV. LAZARO CARDENAS  ,BLVD ACAPULCO,-100.285142,25.621531,LATERAL,LATERAL,0,0,0
2014-02-01T16:51:00Z,AV. GONZALITOS  ,NICARAGUA,-100.351665,25.692301,LATERAL,LATERAL,0,0,0
2014-02-01T18:26:00Z,AV. SAN PEDRO  ,MIRAVALLE,-100.368062,25.671973,ALCANCE,ALCANCE,0,0,0
2014-02-01T20:49:00Z,AV. VENUSTIANO CARRANZA  ,HIDALGO,-100.333409,25.670279,DIVERSO,DIVERSO/SD,0,0,0
2014-02-01T16:38:00Z,AV. LAZARO CARDENAS  ,BLVD ACAPULCO,-100.285109,25.621569,CRUCERO,CRUCERO,0,0,0
2014-02-01T19:00:00Z,HEROES DEL 47,REFORMA,-100.298743,25.683415,CRUCERO,CRUCERO,0,0,0
2014-02-01T18:18:00Z,AV. RUIZ CORTINES  ,CEDRO,-100.293065,25.703691,LATERAL,LATERAL,0,0,0
2014-02-01T14:48:00Z,PRIV PROGRESO,COLEGIO CIVIL,-100.313138,25.691627,CRUCERO,CRUCERO,0,0,0
2014-02-01T15:40:00Z,AV. REVOLUCION  ,MIXCOAC,-100.283821,25.663516,LATERAL,LATERAL,0,0,0
2014-02-01T17:08:00Z,AV. LAZARO CARDENAS  ,CERRO DEL MERCADO,-100.291814,25.624877,LATERAL,LATERAL,0,0,0
2014-02-01T19:15:00Z,AV. VENUSTIANO CARRANZA  ,16 DE SEPTIEMBRE,-100.334758,25.665032,LATERAL,LATERAL,0,0,0
2014-02-01T19:30:00Z,AGRIMONIA,LICOPODIO,-100.378044,25.743674,LATERAL,LATERAL,0,0,0
2014-02-01T15:48:00Z,AV. COLON  ,JIMENEZ  ,-100.315895,25.685876,LATERAL,LATERAL,0,0,0
2014-02-01T19:40:00Z,AV. FLETEROS  ,AV. SAN JERONIMO ,-100.364236,25.675314,DIVERSO,DIVERSO/SD,0,0,0
2014-02-01T18:40:00Z,AV. VENUSTIANO CARRANZA  ,AV. MORONES PRIETO,-100.334593,25.665745,ALCANCE,ALCANCE,0,0,0
2014-02-01T19:40:00Z,AV. LAZARO CARDENAS  ,AV. ALFONSO REYES,-100.301168,25.631752,DIVERSO,DIVERSO/SD,0,0,0
2014-02-01T19:37:00Z,HEROES DEL 47,ESPINOSA,-100.299897,25.67631,CRUCERO,CRUCERO,0,0,0
2014-02-01T16:48:00Z,AV. LAZARO CARDENAS  ,LUXEMBURGO,-100.280884,25.617889,LATERAL,LATERAL,0,0,0
2014-02-01T15:22:00Z,GARIBALDI,HIDALGO,-100.317481,25.667986,ATROPELLO,ATROPELLO,0,0,0
2014-02-01T20:10:00Z,AV. GONZALITOS  ,AV. SAN JERONIMO,-100.352763,25.673625,ALCANCE,ALCANCE,0,0,0
2014-02-01T16:00:00Z,AV. GARZA SADA  ,ESTANZUELA,-100.248808,25.579063,LATERAL,LATERAL,0,0,0
2014-02-01T17:46:00Z,AV. GARZA SADA  ,AV. LAZARO CARDENAS,-100.271522,25.614394,ALCANCE,ALCANCE,0,0,0
2014-02-01T15:07:00Z,ESCOBEDO,LADRON DE GUEVARA  ,-100.305495,25.712133,ALCANCE,ALCANCE,0,0,0
2014-02-01T16:24:00Z,AV. AZTLAN  ,AVELLANAS,-100.370138,25.760991,DIVERSO,DIVERSO/SD,0,0,0
2014-02-01T19:53:00Z,AV. ANTONIO L RODRIGUEZ   ,CALZADA SAN PEDRO,-100.367773,25.668944,ALCANCE,ALCANCE,0,0,0
2014-02-01T18:51:00Z,AV. RUIZ CORTINES  ,JORDAN,-100.337626,25.704523,CRUCERO,CRUCERO,0,0,0
2014-02-01T17:50:00Z,AV. PASEO DE LOS LEONES  ,AV. CUMBRES ELITE,-100.407415,25.739611,VOLCADURA,VOLCADURA,0,0,0
2014-02-01T22:00:00Z,AV. SAN NICOLAS  ,AV. CONCHELLO,-100.301019,25.700984,DIVERSO,DIVERSO/SD,0,0,0
2014-02-01T01:55:00Z,AV. DIAZ ORDAZ  ,AV. SAN JERONIMO ,-100.364162,25.67535,DIVERSO,DIVERSO/SD,0,0,0
2014-02-01T00:42:00Z,AV. LINCOLN  ,AV. PUERTA DE HIERRO,-100.411667,25.765579,LATERAL,LATERAL,0,0,0
2014-02-01T22:17:00Z,AV. BERNARDO REYES  ,PALACIO DE JUSTICIA,-100.331895,25.7298,DIVERSO,DIVERSO/SD,0,0,0
2014-02-01T01:22:00Z,AV. GONZALITOS  ,AV. PASEO DE LOS LEONES,-100.351512,25.697178,LATERAL,LATERAL,0,0,0
2014-02-01T01:58:00Z,AV. PASEO DE LOS LEONES  ,PASEO DE LOS NAVEGANTES,-100.387083,25.71975,LATERAL,LATERAL,0,0,0
2014-02-01T22:00:00Z,AV. LUIS DONALDO COLOSIO  ,CACOMITLE,-100.38738,25.774536,DIVERSO,DIVERSO/SD,0,0,0
2014-02-01T00:44:00Z,AV. GARZA SADA  ,AV. LAZARO CARDENAS,-100.271447,25.614456,VEHICULO ESTACIONADO,VEHICULO ESTACIONADO,0,0,0
2014-02-01T00:10:00Z,AV. RAUL RANGEL FRIAS  ,AV. AZTLAN,-100.346078,25.730071,DIVERSO,DIVERSO/SD,0,0,0
2014-02-01T00:08:00Z,AV. RUIZ CORTINES  ,VETERANOS DE LA REVOLUCION,-100.356704,25.708033,OBJETO FIJO,OBJETO FIJO,0,0,0
2014-03-01T22:00:00Z,AV. LUIS DONALDO COLOSIO  ,CACOMITLE,-100.387604,25.774713,DIVERSO,DIVERSO/SD,0,0,0
2014-03-01T23:39:00Z,AV. PASEO DE LOS LEONES  ,PASEO DE SAN ANGEL,-100.367354,25.702343,VEHICULO ESTACIONADO,VEHICULO ESTACIONADO,0,0,0
2014-03-01T06:40:00Z,AV. MADERO  ,PABLO A DE LA GARZA,-100.287465,25.682377,LATERAL,LATERAL,0,0,0
2014-03-01T08:10:00Z,AV. ANTONIO L RODRIGUEZ  ,AV. SANTA BARBARA,-100.382722,25.670002,ALCANCE,ALCANCE,0,0,0
2014-03-01T08:10:00Z,AV. ANTONIO L RODRIGUEZ  ,AV. SANTA BARBARA,-100.382748,25.669964,ALCANCE,ALCANCE,0,0,0
2014-03-01T08:15:00Z,AV. DIAZ ORDAZ  ,CAMINO REAL,-100.372317,25.776328,ALCANCE,ALCANCE,0,0,0
2014-03-01T08:20:00Z,AV. CONSTITUCION  ,AV. JUAREZ,-100.315907,25.664892,LATERAL,LATERAL,0,0,0
2014-03-01T08:20:00Z,AV. BERNARDO REYES  ,LUIS MORA,-100.324806,25.697575,ALCANCE,ALCANCE,0,0,0
2014-03-01T08:27:00Z,AV. CONSTITUCION  ,AGRICOLA,-100.27421,25.680912,ALCANCE,ALCANCE,0,0,0
2014-03-01T08:30:00Z,AV. RUIZ CORTINES  ,CASTAÑO,-100.368982,25.724848,ALCANCE,ALCANCE,0,0,0
2014-03-01T08:30:00Z,PARIS,DIEGO DIAZ DE BERLANGA,-100.291236,25.705107,ALCANCE,ALCANCE,0,0,0
2014-03-01T08:45:00Z,AV. CONSTITUCION  ,AV. FELIX U GOMEZ,-100.299305,25.668921,VOLCADURA,VOLCADURA,0,0,0
2014-03-01T09:00:00Z,AV. GARZA SADA  ,AV. CONSTELACIONES,-100.28113,25.633999,OBJETO FIJO,OBJETO FIJO,0,0,0
2014-03-01T09:00:00Z,AV. FELIX U GOMEZ  ,AV. COLON,-100.296956,25.683856,LATERAL,LATERAL,0,0,0
2014-03-01T09:00:00Z,AV. JUAREZ  ,HIDALGO,-100.315759,25.667208,LATERAL,LATERAL,0,0,0
2014-03-01T09:00:00Z,DURAZNILLO,FAROLILLO,-100.383908,25.764476,LATERAL,LATERAL,0,0,0
2014-03-01T09:20:00Z,AV. ALFONSO REYES  ,FRESADOR,-100.299451,25.633535,DIVERSO,DIVERSO/SD,0,0,0
2014-03-01T09:20:00Z,AV. GONZALITOS  ,TERRANOVA,-100.35153,25.694341,ALCANCE,ALCANCE,0,0,0
2014-03-01T09:30:00Z,AV. GONZALITOS  ,PICO DE ORIZABA,-100.350893,25.701423,DIVERSO,DIVERSO/SD,0,0,0
2014-03-01T10:20:00Z,AV. GARZA SADA  ,PASEO DEL AGUA,-100.270655,25.611197,ALCANCE,ALCANCE,0,0,0
2014-03-01T10:30:00Z,AV. MADERO  ,DR COSS,-100.306643,25.683453,LATERAL,LATERAL,0,0,0
2014-03-01T10:50:00Z,AV. VENUSTIANO CARRANZA  ,MANUEL DE LA PEÑA Y PEÑA,-100.326225,25.702018,LATERAL,LATERAL,0,0,0
2014-03-01T10:32:00Z,AV. ALFONSO REYES  ,PEDRO MARIA ANAYA,-100.316538,25.696651,ALCANCE,ALCANCE,0,0,0
2014-03-01T11:20:00Z,AV. MORONES PRIETO  ,AV. SAN FRANCISCO,-100.345305,25.668109,DIVERSO,DIVERSO/SD,0,0,0
2014-03-01T11:40:00Z,AV. CUAUHTEMOC  ,MODESTO ARREOLA,-100.318504,25.675845,CRUCERO,CRUCERO,0,0,0
2014-03-01T11:59:00Z,AV. VENUSTIANO CARRANZA  ,HIDALGO,-100.333394,25.670306,DIVERSO,DIVERSO/SD,0,0,0
2014-03-01T12:00:00Z,AV. FIDEL VELAZQUEZ  ,CLAVELLINAS,-100.322599,25.727164,LATERAL,LATERAL,0,0,0
2014-03-01T12:00:00Z,AV. LINCOLN  ,CAMARGO,-100.345024,25.710949,DIVERSO,DIVERSO/SD,0,0,0
2014-03-01T12:40:00Z,AV. PINO SUAREZ  ,ARAMBERRI,-100.319376,25.676684,LATERAL,LATERAL,0,0,0
2014-03-01T12:45:00Z,MIXCOAC,MARIANO AZUETA,-100.286978,25.663775,CRUCERO,CRUCERO,0,0,0
2014-03-01T12:53:00Z,PUERTO CASTILLA,BLVD ACAPULCO,-100.279325,25.622299,CRUCERO,CRUCERO,0,0,0
2014-03-01T13:00:00Z,AV. FLETEROS  ,CALZADA SAN PEDRO,-100.367326,25.674002,LATERAL,LATERAL,0,0,0
2014-03-01T13:30:00Z,AV. JUAREZ  ,HIDALGO,-100.315787,25.667262,LATERAL,LATERAL,0,0,0
2014-03-01T13:50:00Z,AV. RUIZ CORTINES  ,SAN JOSE,-100.365144,25.719041,ALCANCE,ALCANCE,0,0,0
2014-03-01T14:06:00Z,AV. GONZALITOS  ,AV. FLETEROS,-100.352427,25.680406,REVERSA,REVERSA,0,0,0
2014-03-01T14:20:00Z,GUERRERO  ,EUCALIPTO,-100.310416,25.699775,LATERAL,LATERAL,0,0,0
2014-03-01T18:00:00Z,AV. GONZALITOS  ,MENDRINCHAGA,-100.352094,25.676425,LATERAL,LATERAL,0,0,0
2014-03-01T17:00:00Z,AV. FELIX U GOMEZ  ,GREGORIO TORRES,-100.298109,25.671965,LATERAL,LATERAL,0,0,0
2014-03-01T15:00:00Z,AV. REVOLUCION  ,AV. JOSE ALVARADO,-100.282568,25.660312,LATERAL,LATERAL,0,0,0
2014-03-01T19:17:00Z,AV. GARZA SADA  ,DEL CORTIJO,-100.267764,25.605673,ALCANCE,ALCANCE,0,0,0
2014-03-01T20:59:00Z,AV. MORONES PRIETO  ,AV. REVOLUCION,-100.285827,25.671207,DIVERSO,DIVERSO/SD,0,0,0
2014-03-01T20:06:00Z,AV. SIMON BOLIVAR  ,ACATZINGO,-100.342704,25.703144,LATERAL,LATERAL,0,0,0
2014-03-01T18:50:00Z,AV. PASEO DE LOS LEONES  ,ENRIQUE C LIVAS,-100.357041,25.696745,LATERAL,LATERAL,0,0,0
2014-03-01T17:00:00Z,AV. LINCOLN  ,AV. RAUL RANGEL FRIAS,-100.358318,25.72032,LATERAL,LATERAL,0,0,0
2014-03-01T16:10:00Z,AV. CABEZADA  ,PARQUE NACIONAL,-100.39894,25.780867,DIVERSO,DIVERSO/SD,0,0,0
2014-03-01T20:20:00Z,AV. COLON  ,VILLAGRAN,-100.321586,25.686524,LATERAL,LATERAL,0,0,0
2014-03-01T18:00:00Z,AV. COLON  ,REFORMA,-100.331008,25.686837,ALCANCE,ALCANCE,0,0,0
2014-03-01T17:15:00Z,AV. VENUSTIANO CARRANZA  ,HIDALGO,-100.333374,25.670262,DIVERSO,DIVERSO/SD,0,0,0
2014-03-01T18:10:00Z,AV. MADERO  ,FRANCISCO MARQUEZ,-100.290981,25.681821,LATERAL,LATERAL,0,0,0
2014-03-01T15:30:00Z,AV. JUAREZ  ,PADRE MIER,-100.315579,25.668744,DIVERSO,DIVERSO/SD,0,0,0
2014-03-01T17:10:00Z,AV. PASEO DE LOS LEONES  ,PASEO DE LOS INSURGENTES,-100.362573,25.699607,ALCANCE,ALCANCE,0,0,0
2014-03-01T17:05:00Z,AV. RUIZ CORTINES  ,SANTO DOMINGO,-100.296259,25.704052,ALCANCE,ALCANCE,0,0,0
2014-03-01T19:43:00Z,AV. VENUSTIANO CARRANZA  ,HIDALGO,-100.333295,25.67029,DIVERSO,DIVERSO/SD,0,0,0
2014-03-01T14:40:00Z,AV. MADERO  ,AV. FUNDIDORA,-100.290718,25.681797,DIVERSO,DIVERSO/SD,0,0,0
2014-03-01T17:50:00Z,AV. LINCOLN  ,AGUATURMA,-100.379549,25.74083,LATERAL,LATERAL,0,0,0
2014-03-01T13:58:00Z,AV. LUIS DONALDO COLOSIO  ,AV. CABEZADA,-100.386955,25.778537,DIVERSO,DIVERSO/SD,0,0,0
2014-03-01T19:30:00Z,ESCANDIO,NITROGENO,-100.388157,25.784077,DIVERSO,DIVERSO/SD,0,0,0
2014-03-01T20:00:00Z,AV. FIDEL VELAZQUEZ  ,AV. BERNARDO REYES,-100.330214,25.722564,LATERAL,LATERAL,0,0,0
2014-03-01T17:38:00Z,PIRINEOS,RIO PANUCO,-100.298276,25.650925,ATROPELLO,ATROPELLO,0,0,0
2014-03-01T19:30:00Z,AV. MADERO  ,AV. CHURUBUSCO,-100.268067,25.685731,ALCANCE,ALCANCE,0,0,0
2014-03-01T17:15:00Z,AV. VENUSTIANO CARRANZA  ,MODESTO ARREOLA,-100.331762,25.677302,LATERAL,LATERAL,0,0,0
2014-03-01T20:00:00Z,AV. MADERO  ,HERMANOS FLORES MAGON,-100.276725,25.683223,LATERAL,LATERAL,0,0,0
2014-03-01T20:09:00Z,AV. GONZALITOS  ,AV. FLETEROS,-100.352477,25.680433,LATERAL,LATERAL,0,0,0
2014-03-01T16:30:00Z,SILAO,MOISES SAENZ,-100.345125,25.691875,ATROPELLO,ATROPELLO,0,0,0
2014-03-01T19:30:00Z,AV. GARZA SADA  ,AV. ALFONSO REYES,-100.284397,25.639143,LATERAL,LATERAL,0,0,0
2014-03-01T11:00:00Z,AV. REVOLUCION  ,BAHIA DE CORONADO,-100.274407,25.649713,ALCANCE,ALCANCE,0,0,0
2014-03-01T18:00:00Z,AV. MADERO  ,AV. COLON,-100.277604,25.682865,LATERAL,LATERAL,0,0,0
2014-03-01T16:15:00Z,MATAMOROS,SERAFIN PEÑA  ,-100.325751,25.67155,CRUCERO,CRUCERO,0,0,0
2014-03-01T18:05:00Z,AV. PUERTA DEL SOL  ,PASEO DE LOS FRESNOS,-100.371699,25.695398,CRUCERO,CRUCERO,0,0,0
2014-03-01T19:00:00Z,AV. MADERO  ,NUEVA ROSITA,-100.285081,25.682537,LATERAL,LATERAL,0,0,0
2014-03-01T20:16:00Z,DIOSMA,FAROLILLO,-100.384188,25.764852,DIVERSO,DIVERSO/SD,0,0,0
2014-03-01T17:50:00Z,10 DE ABRIL  ,EMILIANO ZAPATA,-100.350313,25.744374,DIVERSO,DIVERSO/SD,0,0,0
2014-03-01T14:45:00Z,AV. RAUL RANGEL FRIAS  ,DEL CONDOR,-100.371471,25.702128,DIVERSO,DIVERSO/SD,0,0,0
2014-03-01T20:53:00Z,AV. RUIZ CORTINES  ,SAN JOSE,-100.365081,25.71899,ALCANCE,ALCANCE,0,0,0
2014-03-01T15:58:00Z,AV. REVOLUCION  ,PUENTE SOLIDARIDAD,-100.274459,25.647228,DIVERSO,DIVERSO/SD,0,0,0
2014-03-01T20:27:00Z,AV. FLETEROS  ,AV. SAN JERONIMO ,-100.364143,25.67529,DIVERSO,DIVERSO/SD,0,0,0
2014-03-01T17:25:00Z,AV. RUIZ CORTINES  ,AV. RODRIGO GOMEZ,-100.342178,25.70515,LATERAL,LATERAL,0,0,0
2014-03-01T15:50:00Z,AV. JUAREZ  ,MATAMOROS,-100.315499,25.66965,LATERAL,LATERAL,0,0,0
2014-03-01T18:29:00Z,AV. GONZALITOS  ,AV. FLETEROS,-100.352402,25.680455,ATROPELLO,ATROPELLO,0,0,0
